,person,total,view_complete_tran,noview_complete_tran,gender,age,became_member_on,income,receive,rec_bogo,rec_discount,rec_informational,comp,view_comp,noview_comp,vc_bogo,vc_discount,vc_informational,ae264e3637204a6fb9bb56bc8210ddfd,4d5c57ea9a6940dd891ad53e9dbe8da0,3f207df678b143eea3cee63160fa8bed,9b98b8c7a33c4b65b9aebfe6a799e6d9,0b1e1539f2cc45b7b9fa7c272da2e1d7,2298d6c36e964ae4a3e7e9706d1fb8c2,fafdcd668e3743c1bb461111dcafc2a4,5a8bc65990b245e5a138643cd4eb9837,f19421c1d4aa40978ebb69ca19b0e20d,2906b810c7d4411798c6938adc9daaa5
3878,3a97e25f6f4c4bdca5507037f985b4f6,64.42,15.7,48.72,M,64,736860,67000.0,6,3,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3879,3a97fdd1f1aa42ca989e9fcec3f6e043,77.22,31.08,46.14,M,24,736342,38000.0,4,1,3,0,3,3,0,1,2,0,0,0,0,0,0,0,0,0,1,2
3880,3a9a6ee0506c49dcbad7ce26a99cb90d,23.47,0.0,23.47,M,61,736801,34000.0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3881,3a9a78a58d3548798dc4b1b518ea64cf,316.59,78.1,238.49,M,71,736411,94000.0,5,3,1,1,4,3,1,2,1,0,0,2,0,0,0,0,1,0,0,0
3882,3a9c2c2900ee46eeabe75cc34068bc53,113.07,39.5,73.57,F,71,736763,97000.0,5,2,1,2,2,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0
3883,3a9e4c24c37648eaa7787ebd7871417c,37.18,21.46,15.72,M,52,735557,63000.0,6,1,3,2,2,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0
3884,3aa26d03b7d143fca0bce655ee4937c0,16.48,0.0,16.48,M,20,736872,63000.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3885,3aa29450812341d4a13b714443c633d3,81.23,13.31,67.92,F,61,736149,59000.0,4,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3886,3aa2a0ca945b444dae348a678a218fad,21.94,2.54,19.4,M,40,736659,48000.0,5,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3887,3aa54c01c96340e28684468587bf7fba,96.01,65.95,30.06,M,42,736554,81000.0,5,2,2,1,3,3,0,1,2,0,0,1,0,0,0,0,2,0,0,0
3888,3aa54f04700d463c835464208bcdcc99,108.36,25.3,83.06,F,61,736131,37000.0,3,1,2,0,3,3,0,1,2,0,1,0,0,0,0,1,1,0,0,0
3889,3aa6ad0fcd274a6db2c8a64ca54d9a58,68.43,14.11,54.32,F,82,736431,74000.0,4,1,1,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
3890,3aa8345e1d7646ee81d2ae0cd8d3a2b1,7.93,0.0,7.93,M,54,736623,69000.0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3891,3aaa8852b90d40c79af6e5791e6c87b7,5.86,0.0,5.86,,118,736706,,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3892,3ab73b41e2ac4e67bb20be75543c1d78,149.06,27.26,121.8,M,66,735981,40000.0,6,1,5,0,6,3,3,1,2,0,0,0,0,0,0,0,1,0,1,1
3893,3ab94c67c9324d37aaf478e61c028438,186.35,40.18,146.17,M,83,736330,76000.0,3,1,2,0,2,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0
3894,3abb020e9b25490c820a77f12b469d9b,14.82,0.0,14.82,M,34,736702,36000.0,6,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3895,3ac3979cdcb24418b4cc8010d2725624,9.3,0.0,9.3,,118,736532,,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3896,3ac579bdfd8945f6a045eaa0f1ef5b9f,87.67,51.97,35.7,M,64,736554,72000.0,5,2,3,0,4,4,0,1,3,0,0,0,0,0,0,0,1,0,1,2
3897,3aceb78293b742efbcf93b03af4c83fc,109.97,25.76,84.21,M,21,736759,63000.0,2,1,1,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
3898,3ad56441bfc14636832f038a2d52419e,100.4,40.22,60.18,F,53,736009,114000.0,4,2,1,1,3,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0
3899,3add99f440924505bead6fcc818445ba,171.67,46.67,125.0,F,72,736166,115000.0,6,3,1,2,4,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0
3900,3ade1139f5ba498087716e9735366da3,99.17,51.15,48.02,M,55,735864,112000.0,5,4,0,1,3,2,1,2,0,0,0,0,0,1,0,0,0,0,1,0
3901,3ae3b5f2473b40cc807427b31cc8ad4b,156.69,5.41,151.28,F,38,736102,48000.0,4,1,2,1,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0
3902,3ae61bb2d55341d082bddb6938d494db,108.87,26.64,82.23,M,73,736193,63000.0,3,1,2,0,3,3,0,1,2,0,1,0,0,0,0,1,1,0,0,0
3903,3aea87f652824e64bf09b040566722bc,7.26,0.0,7.26,F,21,736719,60000.0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3904,3aed39e33d8d432f9286ebea81b38639,19.62,0.0,19.62,F,62,736133,77000.0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3905,3af266992b2448599ace40a81088a951,10.07,0.0,10.07,,118,735628,,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3906,3af27298abd14366aa4568bdd1253c38,53.42,11.21,42.21,M,36,736291,56000.0,5,2,1,2,2,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0
3907,3af42d89de7447a4a49de71b9247b8d3,121.47,28.72,92.75,F,36,736851,71000.0,6,2,2,2,4,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0
3908,3afdcadc6c364dbd93a68d29b6abbcb8,19.68,5.4,14.28,,118,735980,,4,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3909,3afe03f081f54aa5a0f3f526b76a1628,118.11,31.48,86.63,M,61,736074,41000.0,6,3,1,2,4,3,1,2,1,0,0,2,0,0,0,1,0,0,0,0
3910,3aff21d59ada4ca5a6786dbe5596823a,130.72,21.04,109.68,M,53,736618,32000.0,5,4,1,0,2,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0
3911,3b064d30a3ac42fc98f90021af70557e,55.61,5.28,50.33,M,23,736485,55000.0,6,3,2,1,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
3912,3b0daacc4b0842fcb83ff8a4e842fa81,0.0,0.0,0.0,M,46,736816,95000.0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3913,3b10bda2377043e282d01eff7e989424,80.98,16.06,64.92,M,58,735184,71000.0,5,1,3,1,3,2,1,0,2,0,0,0,0,0,0,1,1,0,0,0
3914,3b11836dae49422d8ee4110d8e2fbde4,7.2,0.0,7.2,F,74,736559,50000.0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3915,3b13ea0c378c485ba7ab038ee08bed44,203.15,97.56,105.59,M,47,736272,84000.0,6,2,3,1,5,4,1,1,3,0,0,0,0,0,0,1,1,0,1,1
3916,3b15fc09f2294913802251fe9b5d3982,36.77,21.46,15.31,,118,736660,,5,3,2,0,3,3,0,2,1,0,0,0,0,0,0,0,1,0,2,0
3917,3b163517605a48a6a80dcf59cbad3b6f,43.39,0.0,43.39,F,65,736849,71000.0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3918,3b1a315cf9514f15af2822e15e6a7964,49.87,26.05,23.82,F,53,736673,104000.0,4,2,1,1,2,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0
3919,3b1a3f100da944c1aa0fc7b954e02648,167.77,40.2,127.57,F,60,736674,88000.0,5,2,1,2,3,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
3920,3b1dba3dbdf64751bc50228d3aa09df8,30.01,4.39,25.62,,118,736056,,4,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3921,3b20451865674e2f8d94b0efd850b16e,37.6,10.7,26.9,M,34,736639,44000.0,4,2,2,0,2,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0
3922,3b21d61216c04080aa01aa46c2c076ac,160.73,59.71,101.02,F,65,736489,119000.0,5,2,2,1,3,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0
3923,3b23884e551e45ffbd81a7370170180a,126.74,31.54,95.2,F,22,736436,44000.0,5,3,1,1,4,3,1,3,0,0,1,0,0,1,0,0,0,0,1,0
3924,3b252e95f95744ebbfbbc47f38d427ca,8.36,0.0,8.36,M,76,735232,53000.0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3925,3b28568258854d9a98781aa1486c414c,215.59,38.97,176.62,F,34,736635,58000.0,5,3,1,1,4,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0
3926,3b34370727654cfca5322bca2aba9ffd,84.29,23.49,60.8,F,100,736783,96000.0,6,2,4,0,3,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1
3927,3b346dd87f574892b5080d676b4e69ff,91.77,11.47,80.3,M,38,736518,56000.0,4,0,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3928,3b34800e101b4f6d90ec2b2f8f969013,122.12,62.15,59.97,F,59,736490,45000.0,6,4,2,0,5,4,1,2,2,0,1,1,0,0,0,2,0,0,0,0
3929,3b3587f4f23240dcb20b871d7e02de27,80.89,27.17,53.72,F,48,736797,56000.0,5,2,0,3,2,2,0,2,0,0,0,0,0,1,0,0,0,0,1,0
3930,3b3ae55adad84178bbce0728975906ac,2.71,0.0,2.71,M,49,736760,31000.0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3931,3b3e4f3238db42eebb04b1f658b55a9f,69.75,16.35,53.4,F,44,736653,31000.0,6,2,2,2,3,3,0,1,2,0,0,0,0,1,0,1,1,0,0,0
3932,3b3f484e876f475eae9d6879cf4c15f1,39.84,15.1,24.74,M,70,736715,76000.0,5,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3933,3b3f94dcf71d4d87884b335b9301b1c6,109.3,59.28,50.02,M,59,736287,72000.0,5,2,3,0,5,5,0,2,3,0,0,0,0,0,0,0,0,0,2,3
3934,3b42be7e9a5e4d21ae24d9194c0a4c5e,108.32,59.83,48.49,F,45,736621,80000.0,4,3,1,0,2,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0
3935,3b465313341d480aa62faf5fd520ae30,1.54,0.0,1.54,,118,736857,,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3936,3b4bf29b2b50465193dfcaf395c5b451,7.36,0.0,7.36,M,59,736661,42000.0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3937,3b4c0581404d4a8a809d83423212d77d,139.89,18.43,121.46,F,59,736839,33000.0,6,3,2,1,3,3,0,1,2,0,1,0,0,0,0,0,1,0,0,1
3938,3b4d2c0594a04f13b7b0eca54cb3435a,47.49,17.76,29.73,M,50,736659,56000.0,3,1,1,1,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1
3939,3b55c82b756646458d17dcdae6d66847,260.14,56.91,203.23,M,63,735873,84000.0,6,2,2,2,4,4,0,2,2,0,0,0,0,0,0,1,1,0,2,0
3940,3b56ff4480254568aae59542e420463c,155.59,72.95,82.64,F,84,736629,71000.0,4,3,1,0,4,4,0,3,1,0,0,1,0,0,0,1,0,0,2,0
3941,3b5a98bac8284c51bab555976d82ba7a,29.55,18.68,10.87,O,41,736751,64000.0,5,1,4,0,2,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0
3942,3b61ad3edcab45dd839f15e3fb1727e2,38.38,38.38,0.0,F,77,736870,78000.0,6,4,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0
3943,3b65578368194a428d38390dd27cd447,53.89,6.16,47.73,M,64,736042,32000.0,5,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3944,3b6908e28e53490080c21188830598d0,97.2,25.21,71.99,O,54,736642,52000.0,3,2,1,0,3,3,0,2,1,0,0,0,0,1,0,0,0,0,1,1
3945,3b6a6519f1454fb88f32e3693c420739,119.89,48.36,71.53,M,25,736008,48000.0,6,2,3,1,4,3,1,0,3,0,0,0,0,0,1,1,1,0,0,0
3946,3b6bc47c90a142189229cb903d3d9131,95.63,15.33,80.3,F,77,736580,44000.0,4,2,1,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
3947,3b78a727167b432d8e1935227b286def,250.22,77.42,172.8,M,38,735887,68000.0,4,2,2,0,4,4,0,2,2,0,0,1,0,1,0,0,1,0,0,1
3948,3b792cbfde214022b5aac8207f482f6a,12.22,0.0,12.22,,118,736723,,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3949,3b84fac9ca1148bb96b133ced98f565a,205.69,38.82,166.87,F,30,736100,66000.0,6,4,2,0,6,3,3,2,1,0,0,1,0,0,0,1,0,0,1,0
3950,3b8553d86d9d461eb54236ed123e3bd4,16.61,2.92,13.69,M,58,736875,38000.0,4,1,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3951,3b88b75cc2444adeaed87401ce7471d1,275.29,48.58,226.71,M,70,735831,100000.0,4,1,2,1,3,3,0,1,2,0,0,1,0,0,0,1,0,0,0,1
3952,3b899227f99e466a8d77b4d7519bde11,71.07,42.82,28.25,M,69,736711,83000.0,6,4,2,0,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1
3953,3b9c0f6ce8914161b23a0976c1b4cc38,6.0,0.0,6.0,,118,736637,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3954,3b9dc2695b804e1a86b17ec6576965bd,26.56,14.91,11.65,,118,736105,,5,2,2,1,2,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0
3955,3b9dd46d45664a94b829246a1b840a40,230.18,116.48,113.7,F,56,736501,88000.0,4,1,3,0,4,4,0,1,3,0,0,0,0,1,2,1,0,0,0,0
3956,3b9e53675c964a78a3f49e0870f671ac,147.54,31.57,115.97,M,33,735832,56000.0,6,2,2,2,3,2,1,2,0,0,0,1,0,0,0,0,0,0,1,0
3957,3b9ebae44a96429fb841f985502aa0b9,103.67,47.64,56.03,F,42,736575,45000.0,5,4,1,0,4,4,0,4,0,0,2,0,0,0,0,0,0,0,2,0
3958,3b9ec536e4224688950913b9cf53362c,83.32,0.0,83.32,F,59,736901,88000.0,6,4,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3959,3ba4e03ddb1f4a12af4da9942b563df2,116.45,40.0,76.45,F,54,736869,79000.0,4,1,2,1,2,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0
3960,3ba7c14d1f9141ff92444054bd3fe79b,331.15,82.22,248.93,F,67,736870,74000.0,5,2,2,1,4,4,0,2,2,0,1,0,0,1,0,2,0,0,0,0
3961,3baa1149bbe94e8f9deb70024f50ae2e,8.15,0.0,8.15,M,56,736713,60000.0,6,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962,3bab734e6b3e4c2a9a643cc9a1d970c1,18.31,0.0,18.31,M,21,736732,48000.0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963,3bac1d9011f041f299f828a72b16a16a,158.0,50.25,107.75,M,48,735873,31000.0,4,3,1,0,4,4,0,3,1,0,1,0,0,2,0,0,1,0,0,0
3964,3baff2dcedd0478697886626a163903d,71.58,10.52,61.06,F,66,736007,52000.0,6,4,2,0,2,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0
3965,3bb72efdf482469ca06f1fee368c4897,283.1,102.44,180.66,F,60,736158,83000.0,5,4,1,0,5,5,0,4,1,0,1,1,0,0,1,0,0,0,2,0
3966,3bbce1ae7d1f43e098beda1a1c78913a,82.26,31.13,51.13,M,87,736570,30000.0,5,3,1,1,3,3,0,2,1,0,0,0,0,1,0,0,1,0,1,0
3967,3bbeb88ccbec431c8d3177b81fb33a92,133.35,63.35,70.0,M,71,736801,64000.0,4,4,0,0,4,4,0,4,0,0,2,0,0,0,0,0,0,0,2,0
3968,3bc207e9e6094bac989a24489c370765,22.97,0.0,22.97,,118,735844,,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3969,3bc615dbfcdd40039113a5f9824c892f,119.38,46.51,72.87,M,36,736540,46000.0,5,3,1,1,4,4,0,3,1,0,1,1,0,0,1,0,0,0,1,0
3970,3bc7544c64164046a017fa6c20d65a6c,15.46,0.0,15.46,F,82,736691,107000.0,6,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3971,3bcc51fdde354eb1949c813dbc905182,116.27,15.81,100.46,F,54,736128,52000.0,5,1,1,3,2,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0
3972,3bd3b7ffb14d49f5bc6dac95ede945aa,7.87,0.0,7.87,M,30,736610,41000.0,5,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3973,3bd5ba038a5c46cc94e8cd5e5739c967,16.69,0.0,16.69,M,55,736627,65000.0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3974,3be15bacb2064198874cbf898ca5cf82,2.53,0.0,2.53,M,65,736835,63000.0,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3975,3bec59fe9dd4432fae040fc312570868,41.07,11.4,29.67,M,34,736681,42000.0,4,0,3,1,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0
3976,3bee268f105f4c5397ff326fcee03f7f,13.2,0.0,13.2,F,33,736873,35000.0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3977,3bf266ed72ec4b73a84d8f7029f0fb72,29.32,0.0,29.32,M,30,736373,31000.0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3978,3bf3ea16a2ed4ec3ba5b927a2a6d7535,57.86,0.0,57.86,M,65,736759,55000.0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3979,3bfb10e9ca4f4e6292425d16c0c1cff3,31.51,5.85,25.66,,118,736211,,5,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3980,3bfb6c8c7d8d42e68c9f66d296a1c96b,0.33,0.0,0.33,M,46,736836,44000.0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3981,3bfbcda65e154844999b3229cf99bc18,83.5,27.96,55.54,F,21,736592,49000.0,4,2,1,1,3,3,0,2,1,0,0,0,0,1,0,1,0,0,1,0
3982,3bfe2bf209d94bdc98a2ddf559fbed78,7.71,0.0,7.71,M,53,736538,57000.0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3983,3c00f55fff34497a8c2bdf00106b3c3d,83.03,46.83,36.2,M,45,736371,67000.0,4,2,1,1,3,3,0,2,1,0,0,0,0,2,0,0,1,0,0,0
3984,3c08c9c72bd743bea16f48d167dfe0e7,12.93,0.0,12.93,F,29,736721,43000.0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3985,3c08e4668bc34bda9f4ae4853defe255,103.28,74.92,28.36,F,65,736041,68000.0,5,1,3,1,4,4,0,1,3,0,0,0,0,0,0,1,2,0,1,0
3986,3c0aab5ec5c84358ae54619b88df5b2e,146.37,45.44,100.93,M,56,735931,79000.0,4,2,1,1,2,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0
3987,3c0eb58dc0d7443fa97c4cdc2996728a,74.33,35.98,38.35,M,53,736766,98000.0,5,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3988,3c10ab432bde490f8bc2d294eb220e60,42.93,9.36,33.57,,118,735988,,4,0,2,2,2,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0
3989,3c115476638f4763a6393add7266e1bf,3.47,0.0,3.47,,118,736836,,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3990,3c1242f9a15a402a98184fb10cb766b3,106.58,81.18,25.4,M,50,736779,110000.0,6,3,1,2,3,3,0,2,1,0,0,1,0,0,0,1,0,0,1,0
3991,3c1672777a574c51ac6a07df33da9577,112.02,66.64,45.38,F,57,736276,64000.0,4,3,1,0,4,4,0,3,1,0,0,1,0,1,0,0,1,0,1,0
3992,3c16de2e3b41458b94d2d11eba1d74f7,8.49,0.0,8.49,M,70,736888,73000.0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3993,3c1725273b204c25ae79f896588fda39,172.65,64.36,108.29,M,54,735409,96000.0,4,2,1,1,3,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0
3994,3c18c8aca33849569b36c6636a44834c,183.45,25.88,157.57,F,32,736077,52000.0,6,3,2,1,5,2,3,1,1,0,1,0,0,0,0,0,1,0,0,0
3995,3c1e9922033e41189c6beb76c6e3edc0,227.24,56.01,171.23,M,56,736056,77000.0,4,2,2,0,4,4,0,2,2,0,0,0,0,0,1,1,0,0,2,0
3996,3c200e7c8ef34733aa5dd1ab6d308cc3,21.37,0.0,21.37,M,73,736693,68000.0,5,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3997,3c2269793b184633ada861340aaeb9ff,2.56,0.0,2.56,M,64,736785,33000.0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3998,3c2f772174ea4c4fa501a2275a614876,140.01,58.9,81.11,M,45,736589,35000.0,6,2,3,1,5,5,0,2,3,0,1,1,0,0,0,3,0,0,0,0
3999,3c33fa89263b423688c611b3879a85ce,72.79,27.71,45.08,F,59,736611,71000.0,5,2,1,2,2,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0
4000,3c3b4bfed4214419902f08ba81910bb5,127.31,59.55,67.76,M,38,736452,71000.0,4,2,1,1,3,3,0,2,1,0,0,0,0,1,0,1,0,0,1,0
4001,3c3f422206914e7dbc91af612257a376,151.8,42.43,109.37,M,74,736242,75000.0,3,0,2,1,2,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0
4002,3c44371962d546f5b7188da99ff630d7,136.18,40.68,95.5,F,63,736315,103000.0,4,1,2,1,2,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0
4003,3c485ad21d8648ec8e99278656fde174,65.15,33.15,32.0,F,92,736785,57000.0,3,1,2,0,3,3,0,1,2,0,0,0,0,1,0,2,0,0,0,0
4004,3c487d3686d642c687c14eaf3fbd0f15,100.86,28.22,72.64,M,59,736658,82000.0,4,1,2,1,2,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0
4005,3c491daa80324700ab0a5495c32c7c7c,22.94,0.0,22.94,M,33,736721,44000.0,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4006,3c4fd3642bbb47b285cec7816104649c,11.22,0.0,11.22,M,66,736601,33000.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4007,3c55dbc0fe1a487c9743dfa6170d20e8,62.7,10.32,52.38,M,24,736666,32000.0,3,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4008,3c58128ef72145af98aa1d3b7d6b6906,87.35,15.91,71.44,M,24,736889,44000.0,3,0,2,1,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
4009,3c58bbec34a04e02b0e3fa85038584c9,27.07,0.0,27.07,M,36,736651,45000.0,6,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4010,3c5e22dca5164b0ca1203e2ba2a31ca7,68.56,8.9,59.66,M,35,735532,35000.0,6,3,1,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4011,3c614a56b49f4cad85569da0c814f4b2,0.0,0.0,0.0,F,55,736856,79000.0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4012,3c64a2c74fd944b5bdf392d7f7731c21,50.16,4.54,45.62,M,72,735972,55000.0,3,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4013,3c65635c6c984c3280fcfc39382452dd,52.66,0.0,52.66,M,74,736395,77000.0,3,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4014,3c67bf028e684c71b3b3dca7a55522fa,1.52,0.0,1.52,,118,736841,,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4015,3c6a74ea7f044bfb99291be2a38e4607,0.0,0.0,0.0,F,71,736736,63000.0,6,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4016,3c7108e2cf594134ac0bb027e040afb5,1039.27,897.79,141.48,F,60,736710,99000.0,5,3,1,1,4,3,1,2,1,0,0,0,0,0,0,1,0,0,2,0
4017,3c71d5db7aec446cb6dfbae3631fc058,10.88,0.0,10.88,M,61,736671,56000.0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4018,3c73cc2b1d7a4d32841995ccc27886d5,54.4,54.4,0.0,F,42,736713,65000.0,4,3,1,0,3,3,0,2,1,0,1,0,0,1,0,0,1,0,0,0
4019,3c765494acae43d48f69cc29794dfa1a,67.8,5.54,62.26,M,25,736177,66000.0,3,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4020,3c76c38021e6465382c960230b141b88,29.02,11.8,17.22,,118,735871,,5,3,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0
4021,3c7e0f5ed941481ebd0bdf5aa27be1d6,282.2,95.13,187.07,M,56,736577,100000.0,5,1,3,1,4,4,0,1,3,0,1,0,0,0,0,1,2,0,0,0
4022,3c826c4141944d9aade15534216105f5,6.82,0.0,6.82,M,59,736712,36000.0,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4023,3c8359ab6ad5409c99e72a9bff9684f5,103.21,21.94,81.27,F,52,736372,73000.0,4,2,0,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
4024,3c88696ac23741cb8a709d656fe5ccdf,205.94,51.92,154.02,M,50,736114,86000.0,5,2,3,0,4,2,2,1,1,0,0,0,0,0,0,0,1,0,1,0
4025,3c8b13e129d44befaf5ca29994a484c5,46.08,20.53,25.55,M,67,736738,39000.0,6,3,2,1,3,2,1,0,2,0,0,0,0,0,0,2,0,0,0,0
4026,3c8d541112a74af99e88abbd0692f00e,1608.69,939.95,668.74,M,77,736598,97000.0,5,2,3,0,5,5,0,2,3,0,0,0,0,0,2,1,0,0,2,0
4027,3c92e46731364dd1b4d07ed2f9393364,153.09,40.87,112.22,F,64,735929,76000.0,6,1,3,2,4,3,1,1,2,0,1,0,0,0,0,2,0,0,0,0
4028,3c9568abe3584e80940440d2c51402b3,237.4,63.18,174.22,F,50,736022,118000.0,5,1,3,1,3,2,1,0,2,0,0,0,0,0,1,0,1,0,0,0
4029,3c99b9da98fe465190e624ae69b0234b,16.61,0.0,16.61,,118,736098,,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4030,3c9afb70b2cb42a1ac2e5ff8cdc5be29,230.43,77.93,152.5,M,63,736200,99000.0,5,4,0,1,3,3,0,3,0,0,1,2,0,0,0,0,0,0,0,0
4031,3ca04833f5c546bd8a215faa3d5d09b4,53.97,4.7,49.27,F,75,736410,35000.0,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
